tractid,lep_Spanish,lep_French,lep_French_creole,lep_Italian,lep_Portuguese,lep_German,lep_Yiddish,lep_O_westGermanic,lep_Scandinavian,lep_Greek,lep_Russian,lep_Polish,lep_SerboCroatian,lep_O_Slavic,lep_Armenian,lep_Persian,lep_Gujarati,lep_Hindi,lep_Urdu,lep_O_Indic,lep_O_Indo,lep_Chinese,lep_Japanese,lep_Korean,lep_Cambodian,lep_Hmong,lep_Thai,lep_Laotian,lep_Vietnamese,lep_O_Asian,lep_Tagalog,lep_O_Pacific,lep_Navajo,lep_O_NorthAmerican,lep_Hungarian,lep_Arabic,lep_Hebrew,lep_Africanlang,lep_O_Unspecified,POB_UK_exclu_EnglandScotland,POB_England,POB_Scotland,POB_Ireland,POB_Denmark,POB_Norway,POB_Sweden,POB_Other_Northern_Europe,POB_Austria,POB_Belgium,POB_France,POB_Germany,POB_Netherlands,POB_Switzerland,POB_Other_Western_Europe,POB_Greece,POB_Italy,POB_Portugal,POB_Spain,POB_Other_Southern_Europe,POB_Albania,POB_Belarus,POB_Bulgaria,POB_Croatia,POB_Czechoslovakia,POB_Hungary,POB_Latvia,POB_Lithuania,POB_Macedonia,POB_Moldova,POB_Poland,POB_Romania,POB_Russia,POB_Ukraine,POB_Bosnia_and_Herzegovina,POB_Yugoslavia,POB_Serbia,POB_Other_Eastern_Europe,POB_China_exclu_HK_Taiwan,POB_HongKong,POB_Taiwan,POB_Japan,POB_Korea,POB_Other_Eastern_Asia,POB_Afghanistan,POB_Bangladesh,POB_India,POB_Iran,POB_Kazakhstan,POB_Nepal,POB_Pakistan,POB_Sri_Lanka,POB_Uzbekistan,POB_Other_South_Central_Asia,POB_Cambodia,POB_Indonesia,POB_Laos,POB_Malaysia,POB_Burma,POB_Philippines,POB_Singapore,POB_Thailand,POB_Vietnam,POB_Other_South_Eastern_Asia,POB_Iraq,POB_Israel,POB_Jordan,POB_Kuwait,POB_Lebanon,POB_Saudi_Arabia,POB_Syria,POB_Yemen,POB_Turkey,POB_Armenia,POB_Other_Western_Asia,POB_Eritrea,POB_Ethiopia,POB_Kenya,POB_Other_Eastern_Africa,POB_Cameroon,POB_Other_Middle_Africa,POB_Egypt,POB_Morocco,POB_Sudan,POB_Other_Northern_Africa,POB_South_Africa,POB_Other_Southern_Africa,POB_Cape_Verde,POB_Ghana,POB_Liberia,POB_Nigeria,POB_Sierra_Leone,POB_Other_Western_Africa,POB_Australia,POB_other_AusNewzealand_sub,POB_Fiji,POB_Bahamas,POB_Barbados,POB_Cuba,POB_Dominica,POB_Dominican_Republic,POB_Grenada,POB_Haiti,POB_Jamaica,POB_StVincent_grenadines,POB_Trinidad_and_Tobago,POB_West_Indies,POB_Other_Caribbean,POB_Mexico,POB_Belize,POB_Costa_Rica,POB_El_Salvador,POB_Guatemala,POB_Honduras,POB_Nicaragua,POB_Panama,POB_Other_Central_America,POB_Argentina,POB_Bolivia,POB_Brazil,POB_Chile,POB_Colombia,POB_Ecuador,POB_Guyana,POB_Peru,POB_Uruguay,POB_Venezuela,POB_Other_South_America,POB_Canada,POB_Other_Northern_America,pct_ba,pct_poor_ns,lbrfrc_rate,runemply,pct_welfare,pov_idx,lbr_idx,haz_idx,tcost_idx,trans_idx,hh_tot_1_m_hus_pb,hh_white_1_m_hus_pb,hh_black_1_m_hus_pb,hh_amer_ind_1_m_hus_pb,hh_ai_pi_1_m_hus_pb,hh_hisp_1_m_hus_pb,hh_othr_race_1_m_hus_pb,hh_tot_husholds,hh_white_all,hh_black_all,hh_ai_pi_all,hh_amer_ind_all,hh_hisp_all,hh_othr_race_all,hh_tot_1_m_sv_hus_pb,hh_white_1_m_hus_pb_sv,hh_black_1_m_hus_pb_sv,hh_amer_ind_1_m_hus_pb_sv,hh_ai_pi_1_m_hus_pb_sv,hh_hisp_1_m_hus_pb_sv,hh_othr_race_1_m_hus_pb_sv,hh_hhsize_lt5_fam_1_m_pb,hh_hhsize_5m_fam_1_m_pb,hh_not_fam_1_m_pb,hh_hhsize_lt5_fam_tot,hh_hhsize_5m_fam_tot,hh_not_fam_tot,hh_white_severe_burden,hh_black_severe_burden,hh_hisp_severe_burden,hh_other_severe_burden,hh_ai_severe_burden,hh_ai_pi_severe_burden,hh_all_severe_burden,hh_size_lt5_fam_sev_burden,hh_not_fam_sev_burden,hh_size_5more_fam_sev_burden,hh_perc_1_m_hus_pb,hh_perc_white_1_m_hus_pb,hh_perc_black_1_m_hus_pb,hh_perc_ai_pi_1_m_hus_pb,hh_perc_amer_ind_1_m_hus_pb,hh_perc_hisp_1_m_hus_pb,hh_perc_othr_race_1_m_hus_pb,hh_perc_1_m_sv_hus_pb,hh_perc_white_1_m_hus_pb_sv,hh_perc_black_1_m_hus_pb_sv,hh_perc_ai_pi_1_m_hus_pb_sv,hh_perc_amer_ind_1_m_hus_pb_sv,hh_perc_hisp_1_m_hus_pb_sv,hh_perc_o_race_1_m_hus_pb_sv,hh_perc_hhsize_lt5_fam_1_m_pb,hh_perc_hhsize_5m_fam_1_m_pb,hh_perc_not_fam_1_m_pb,hh_perc_all_sev_burden,hh_perc_white_severe_burden,hh_perc_black_severe_burden,hh_perc_ai_pi_severe_burden,hh_perc_ai_severe_burden,hh_perc_hisp_severe_burden,hh_perc_other_severe_burden,hh_perc_hh_lt5_fam_sev_burden,hh_perc_hh_5more_fam_sev_burden,hh_perc_not_fam_sev_burden,Pop_with_disability_5_17,Pop_disability_18_64,Pop_Disability_over64,Total_Hear,Total_Vision,Total_Cognitive,Total_Ambulatory,Total_Self_Care,Total_Indep_Living,perc_disabled_age_5_17,perc_disabled_age_18_64,perc_disabled_age_over64,perc_Total_Hear,perc_Total_Vision,perc_Total_Cognitive,perc_Total_Ambulatory,perc_Total_Self_Care,perc_Total_Indep_Living,white_2000,black_2000,native_2000,asian_pi_2000,hisp_2000,white_1990,black_1990,native_1990,asian_pi_1990,hisp_1990,Male_2000,Female_2000,age_under18_2000,age_18_64_2000,age_over64_2000,Male_1990,Female_1990,age_under18_1990,age_18_64_1990,age_over64_1990,Fam_w_Children_2000,Fam_w_Children_1990,perc_white_2000,perc_black_2000,perc_native_2000,perc_asian_pi_2000,perc_hispanic_2000,perc_male_2000,perc_female_2000,perc_age_under18_2000,perc_age_18_64_2000,perc_age_over64_2000,perc_white_1990,perc_black_1990,perc_native_1990,perc_asian_pi_1990,perc_hispanic_1990,perc_male_1990,perc_female_1990,perc_age_under18_1990,perc_age_18_64_1990,perc_age_over64_1990,pct_Fam_w_Children_2000,pct_Fam_w_Children_1990,RCAP_10,RCAP_00,RCAP_90,pct_no_2010,pct_lep_2010,pct_no_2000,pct_lep_2000,pct_no_1990,pct_lep_1990,num_no_2010,num_lep_2010,num_no_2000,num_lep_2000,num_no_1990,num_lep_1990,USPS,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                  ,hispanic,white,black,american_indian,asian,pac_islander,other_races,two_races,hh_type1_h,hh_type1_t
6075015700,63,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,274,18,70,0,0,0,0,16,0,15,53,0,0,0,0,0,0,0,33,0,0,30,0,0,0,0,0,14,35,66,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,33,0,0,0,0,347,168,86,18,85,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,191,59,0,19,0,0,0,0,0,0,0,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,60,0,0.642905944,0.058458355,0.770678439,0.055116332,0.023312883,71,86,11,98,95,710,390,120,0,160,15,30,2465,1395,222,655,0,145,70,510,199,100,0,160,15,30,185,45,475,725,135,1600,200,95,0,30,0,130,455,125,344,0,28.80324544,27.95698925,54.05405405,24.42748092,,10.34482759,42.85714286,20.68965517,14.26523298,45.04504505,24.42748092,,10.34482759,42.85714286,25.51724138,33.33333333,29.6875,18.45841785,14.33691756,42.79279279,19.84732824,,0,42.85714286,17.24137931,0,21.5,50,447,280,217,57,370,489,214,386,0.689369916,6.162967048,3.860471529,2.991865435,0.785881704,5.101337378,6.742037778,2.95050324,5.321935751,3823,551,36,1816,567,3452,792,36,1592,408,3130,3745,541,5652,682,3011,3293,589,4941,774,276,231,55.60727273,8.014545455,0.523636364,26.41454546,8.247272727,45.52727273,54.47272727,7.869090909,82.21090909,9.92,54.75888325,12.56345178,0.57106599,25.25380711,6.472081218,47.76332487,52.23667513,9.343274112,78.37880711,12.27791878,31.98146002,25.35675082,0,0,0,19.40755873,7.239530133,18.4,9.381818182,23.60406091,12.99175127,1520,567,1265,645,1488,819,CA,7832,2754,836550,0,0.323,0,37.7789154,-122.4480069,13.2,50.3,4.9,0,27,0.5,0.2,4,32.5708,10.03177
6075015801,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,31,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,0,0,44,0,33,0,13,10,0,0,0,0,0,0,0,0,0,0,0,36,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,14,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,39,0,0.581033813,0.16723129,0.838412189,0.080413297,0.033088235,29,85,17,99,96,890,309,275,0,240,30,40,1575,649,465,340,0,85,40,445,100,220,0,65,30,40,345,20,520,680,20,875,100,220,30,40,0,65,455,215,215,20,56.50793651,47.61171032,59.13978495,70.58823529,,35.29411765,100,28.25396825,15.40832049,47.31182796,19.11764706,,35.29411765,100,50.73529412,100,59.42857143,28.88888889,15.40832049,47.31182796,19.11764706,,35.29411765,100,31.61764706,100,24.57142857,0,196,147,7,25,213,202,110,168,0,5.99755202,4.498164015,0.214198286,0.76499388,6.517747858,6.181150551,3.365973072,5.140758874,1721,1274,32,625,257,1318,1515,16,374,206,2050,1897,577,3051,319,1760,1684,519,2571,354,25,227,43.591692,32.26950355,0.810536981,15.83080041,6.509625127,51.9381809,48.0618191,14.61869775,77.29921459,8.082087662,38.25834543,43.97677794,0.464441219,10.8563135,5.979680697,51.10336818,48.89663182,15.06968641,74.65156794,10.27874565,39.68253968,38.3445946,0,0,0,13.1608236,5.397885365,17.40562453,10.0836078,13.90824623,7.084785134,473,194,687,398,479,244,CA,3594,1764,343641,0,0.133,0,37.7813029,-122.4373557,8.2,49.7,28.9,0,11.2,0,0,2,32.09936,9.12781
6075015802,30,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,28,58,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,19,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,40,0,0.601398601,0.081218274,0.850254984,0.049921177,0.091032609,59,93,19,99,97,595,430,90,0,15,65,0,1370,895,200,140,0,135,0,275,210,20,0,0,45,0,140,0,455,340,50,975,185,20,30,0,0,0,235,35,205,0,43.43065693,48.04469274,45,10.71428571,,48.14814815,,20.0729927,23.46368715,10,0,,33.33333333,,41.17647059,0,46.66666667,17.15328467,20.67039106,10,0,,22.22222222,,10.29411765,0,21.02564103,0,135,73,27,45,79,183,96,140,0,5.597014925,3.026533997,1.119402985,1.865671642,3.275290216,7.587064677,3.980099503,5.804311775,1275,943,24,463,190,976,1123,12,277,153,1518,1406,427,2260,237,1304,1248,384,1905,263,172,168,43.58974359,32.23931624,0.820512821,15.82905983,6.495726496,51.91518468,48.08481532,14.60328317,77.29138167,8.105335157,38.24451411,44.00470219,0.470219436,10.85423198,5.995297806,51.09717868,48.90282132,15.04702194,74.64733542,10.30564263,41.05011933,38.26879271,0,0,0,13.96290051,5.396290051,17.40766074,10.08891929,13.91065831,7.053291536,414,160,509,295,355,180,CA,2965,1581,170754,0,0.066,0,37.778079,-122.4385023,7.1,52.3,29.3,0,10.2,0.4,0,0.7,35.32219,8.7845
6075015900,244,51,0,0,36,14,0,0,0,0,207,0,0,0,0,82,0,0,0,0,0,371,31,300,0,0,52,0,0,0,31,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,13,25,40,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,30,38,154,0,0,0,0,279,60,0,61,366,0,0,0,34,82,0,0,41,19,0,0,0,0,0,14,0,96,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,23,0,0,22,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,28,0,0.544012945,0.090469279,0.739622642,0.052728106,0,55,75,9,99,98,1035,400,200,4,349,40,35,2185,985,360,659,4,85,95,675,295,75,4,259,15,35,310,49,670,710,49,1420,280,55,15,35,4,230,619,174,440,0,47.36842105,40.60913706,55.55555556,52.95902883,100,47.05882353,36.84210526,30.89244851,29.94923858,20.83333333,39.30197269,100,17.64705882,36.84210526,43.66197183,100,47.18309859,28.32951945,28.42639594,15.27777778,34.90136571,100,17.64705882,36.84210526,24.50704225,0,30.98591549,15,204,386,149,142,249,414,124,169,0.356294537,4.845605701,9.168646081,3.539192399,3.372921615,5.914489311,9.833729216,2.945368171,4.014251782,1699,767,17,1297,318,976,576,9,642,132,2045,2120,428,2974,763,1101,1297,320,1594,484,234,156,40.79231693,18.41536615,0.408163265,31.14045618,7.635054022,49.09963986,50.90036014,10.27611044,71.40456183,18.31932773,41.56729131,24.53151618,0.38330494,27.34241908,5.621805792,45.91326105,54.08673895,13.34445371,66.47206005,20.18348624,30.23255814,29.65779468,0,0,0,43.26436782,32.62068966,40.14405762,22.23289316,26.64720601,14.38698916,1882,1419,1672,926,639,345,CA,4350,2413,295388,0,0.114,0,37.78334,-122.4293428,11.3,38.2,15.3,0.2,32.1,0,0,2.8,33.39419,8.31616
6075016000,159,0,0,0,27,0,0,0,0,0,0,7,0,0,7,0,0,0,0,15,0,47,23,18,0,0,0,0,7,0,38,0,0,0,0,0,0,0,0,15,0,0,12,0,0,0,0,0,0,0,13,0,6,0,0,7,0,0,0,0,0,0,0,0,20,0,0,0,0,33,0,0,0,0,0,0,10,43,18,74,81,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,150,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,52,0,0,0,53,54,0,0,0,0,0,56,0,0,0,0,0,0,0,0,21,0,0.558748076,0.051884701,0.886333771,0.041558442,0,74,95,2,99,97,765,515,0,0,144,90,29,1550,955,50,343,4,150,68,400,215,0,0,114,80,0,80,10,675,285,10,1260,180,0,0,0,0,85,265,18,234,0,49.35483871,53.92670157,0,41.98250729,0,60,42.64705882,25.80645161,22.51308901,0,33.2361516,0,53.33333333,0,28.07017544,100,53.57142857,17.09677419,18.84816754,0,24.78134111,0,0,0,6.315789474,0,18.57142857,0,81,170,64,27,52,172,77,129,0,3.430749682,7.20033884,2.710715798,1.143583227,2.202456586,7.285048708,3.261329945,5.463786531,1220,106,9,487,159,1425,163,1,387,145,1144,839,38,1542,403,1135,944,35,1554,490,46,31,60.2171767,5.231984205,0.444225074,24.03751234,7.847976308,57.69036813,42.30963187,1.916288452,77.76096823,20.32274332,66.90140845,7.65258216,0.046948357,18.16901409,6.807511737,54.59355459,45.40644541,1.683501684,74.74747475,23.56902357,17.1641791,10.40268456,0,0,0,34.76673428,14.11764706,38.83005547,14.67473525,25.68542569,10.63011063,857,348,770,291,534,221,CA,2465,1847,158236,0,0.061,0,37.7823363,-122.4224838,10.2,49.9,2.2,0.3,28.8,0,0.5,8.1,29.68722,7.90179
6075016100,190,19,0,29,9,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,44,0,444,0,0,0,0,55,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,12,135,434,0,0,0,0,109,0,0,63,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,55,0,0,0,0,0,0,0,0,0,31,0,0,52,241,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,13,0,0,83,0,0,0,0,9,0,16,0,0,18,0,0,15,19,0,0.374207188,0.178563727,0.659983633,0.075970737,0.061585835,26,36,8,99,97,1340,415,445,29,285,130,30,2630,854,940,485,29,265,65,565,180,210,25,110,30,15,330,45,965,960,60,1615,140,175,30,15,25,110,495,50,440,0,50.95057034,48.59484778,47.34042553,58.7628866,100,49.05660377,46.15384615,21.48288973,21.07728337,22.34042553,22.68041237,86.20689655,11.32075472,23.07692308,34.375,75,59.75232198,18.82129278,16.39344262,18.61702128,22.68041237,86.20689655,11.32075472,23.07692308,5.208333333,0,27.24458204,0,590,1017,342,497,595,1161,676,809,0,13.0675526,22.52491694,7.574750831,11.00775194,13.17829457,25.71428571,14.97231451,17.91805094,1313,2772,26,776,323,444,3925,20,485,226,2356,2901,918,2909,1430,2255,2987,1251,2836,1155,353,550,24.97622218,52.72969374,0.494578657,14.76127069,6.144188701,44.81643523,55.18356477,17.46243104,55.33574282,27.20182614,8.685446009,76.7801252,0.391236307,9.487480438,4.420970266,43.01793209,56.98206791,23.86493705,54.10148798,22.03357497,33.61904762,49.28315412,0,0,0,37.70033545,28.51285874,31.61498954,23.16910786,15.35673407,10.14879817,2023,1530,1662,1218,805,532,CA,5366,2873,368901,0,0.142,0,37.7799831,-122.4286631,15.2,26.5,36.4,0.4,18.2,0,0.8,2.4,22.77077,8.41543
6075016200,12,17,0,0,0,0,0,0,0,0,25,0,0,14,0,0,0,0,0,0,0,41,0,0,0,0,0,0,51,0,53,0,0,0,0,10,0,23,0,0,0,0,6,0,0,11,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,47,0,0,0,10,22,0,14,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,88,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,9,0,0,30,0,29,0,0,23,0,0,0,33,0,0.637055838,0.089380531,0.861349036,0.098550725,0.015086207,55,88,2,99,96,875,595,50,0,104,55,75,1430,914,50,164,0,210,100,555,365,35,0,60,40,60,110,4,755,225,4,1200,305,35,40,60,0,35,475,20,460,0,61.18881119,65.09846827,100,63.41463415,,26.19047619,75,38.81118881,39.93435449,70,36.58536585,,19.04761905,60,48.88888889,100,62.91666667,33.21678322,33.36980306,70,21.34146342,,19.04761905,60,8.888888889,0,38.33333333,12,66,119,15,29,103,129,34,59,0.528867342,2.908770383,5.244601146,0.661084178,1.278096078,4.539444689,5.685323931,1.49845747,2.600264434,1444,267,18,363,381,875,428,8,390,497,1518,1027,212,2171,162,1389,689,310,1606,162,111,126,57.71382894,10.67146283,0.71942446,14.50839329,15.22781775,59.64636542,40.35363458,8.330058939,85.30451866,6.365422397,39.61068357,19.37528293,0.362154821,17.65504753,22.49886827,66.84311838,33.15688162,14.91819057,77.28585178,7.795957652,38.1443299,43.44827586,0,0,0,19.55922865,9.681227863,24.95088409,15.20628684,28.29643888,17.7093359,497,246,635,387,588,368,CA,2541,1742,272897,0,0.105,0,37.777158,-122.4228856,12.3,62.7,3.8,0,15.5,0.5,1.3,3.8,31.36011,8.49657
6075016300,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,12,15,40,0,0,0,0,38,0,0,0,0,0,0,0,0,105,0,15,15,0,11,0,0,0,0,0,0,0,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,49,0,0,0,0,0,0,0,15,52,0,0,0,0,0,0,0,0,40,0,0,0,0,12,39,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,113,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,18,0,0,0,25,0,0,0,0,0,0,13,59,0,18,0,0,0,0,0,0,0,0.600056449,0.158536585,0.799708455,0.126247987,0.035639413,31,69,9,99,97,1060,580,265,0,95,95,20,1965,1175,404,225,0,115,45,635,370,140,0,20,95,20,200,80,780,480,90,1395,340,90,35,20,0,10,495,75,425,0,53.94402036,49.36170213,65.59405941,42.22222222,,82.60869565,44.44444444,32.31552163,31.4893617,34.65346535,8.888888889,,82.60869565,44.44444444,41.66666667,88.88888889,55.9139785,25.1908397,28.93617021,22.27722772,4.444444444,,30.43478261,44.44444444,15.625,0,30.46594982,10,335,164,103,85,331,219,113,201,0.224416517,7.517953321,3.68043088,2.311490126,1.907540395,7.428186715,4.914721724,2.535906643,4.510771993,2239,1406,36,367,418,1580,2088,35,261,384,2401,2120,562,3670,289,2432,1931,878,3252,233,240,370,49.5244415,31.09931431,0.796284008,8.117673081,9.245742093,53.10771953,46.89228047,12.43087812,81.17673081,6.392391064,36.21361449,47.85697914,0.802200321,5.982122393,8.801283521,55.7414623,44.2585377,20.12376805,74.53586981,5.340362136,41.73913044,54.1727672,0,0,1,16.16585139,6.033077102,12.18756912,7.03384207,10.29108412,6.280082512,694,259,551,318,449,274,CA,4293,2185,245867,0,0.095,0,37.7760456,-122.4295509,11,51.5,22.7,0,10.8,0,1,3.1,34.34708,8.68712
6075016400,48,36,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,148,31,0,0,0,0,0,38,48,0,0,0,0,0,0,0,0,0,60,0,26,0,8,0,20,8,0,0,36,35,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,159,0,25,28,34,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,48,41,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,66,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.623768669,0.040615028,0.88368892,0.045833333,0,81,96,9,99,96,730,364,190,0,85,79,0,1910,1103,315,169,0,224,80,430,223,115,0,60,14,0,150,40,535,385,65,1455,205,105,10,0,0,65,385,70,303,4,38.21989529,33.00090662,60.31746032,50.29585799,,35.26785714,0,22.51308901,20.2175884,36.50793651,35.50295858,,6.25,0,38.96103896,61.53846154,36.76975945,20.15706806,18.58567543,33.33333333,38.46153846,,4.464285714,0,18.18181818,6.153846154,20.82474227,0,230,22,100,56,103,89,21,105,0,6.248302092,0.597663678,2.716653083,1.521325727,2.798152676,2.417821244,0.570497148,2.852485738,2341,688,34,343,335,1812,1138,14,285,348,1993,1798,174,3214,403,1960,1649,313,2957,339,117,202,61.75151675,18.14824585,0.896860987,9.047744658,8.836718544,52.57188077,47.42811923,4.58981799,84.77974149,10.63044052,50.2078138,31.53228041,0.387919091,7.896924356,9.642560266,54.30867276,45.69132724,8.672762538,81.93405376,9.393183707,29.17705736,40.562249,0,0,0,20.27527793,9.422975119,16.46003693,7.728831443,15.01801053,8.534220006,766,356,624,293,542,308,CA,3778,1951,309097,0,0.119,0,37.7750995,-122.4369729,13.8,55.7,14.1,0,13.2,0,0,3.2,35.10158,9.22861
6075016500,97,0,0,10,0,0,0,0,0,0,105,0,0,0,0,0,0,18,0,0,0,103,14,0,0,0,0,0,40,0,0,0,0,0,0,11,14,0,0,11,11,15,0,17,1,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,11,62,0,0,0,0,123,0,0,13,15,0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,15,14,0,32,0,0,72,0,0,21,0,0,0,64,0,0,0,34,0,0.699619772,0.072916667,0.871001573,0.072543353,0.068904594,63,95,11,99,97,970,780,0,0,45,115,35,2360,1715,15,224,10,340,50,625,540,0,0,15,80,0,280,30,665,880,30,1445,510,0,60,0,0,15,585,150,435,0,41.10169492,45.48104956,0,20.08928571,0,33.82352941,70,26.48305085,31.48688047,0,6.696428571,0,23.52941177,0,31.81818182,100,46.02076125,24.78813559,29.73760933,0,6.696428571,0,17.64705882,0,17.04545455,0,30.10380623,0,279,366,208,89,265,289,204,499,0,5.906011854,7.747671465,4.403048264,1.883996613,5.609652837,6.117696867,4.318374259,10.56308213,3312,712,38,662,352,2898,988,29,565,363,2607,2514,379,4092,650,2503,2353,493,3824,539,200,269,64.67486819,13.90353447,0.74204257,12.92716266,6.873657489,50.90802578,49.09197422,7.400898262,79.90626831,12.69283343,59.67874794,20.34596376,0.597199341,11.63509061,7.475288303,51.54448105,48.45551895,10.1523888,78.74794069,11.09967051,28.94356006,36.89986283,0,0,0,17.2535904,8.105449538,17.67232962,9.607498535,18.51317957,9.060955519,877,412,905,492,899,440,CA,5083,2483,370459,0,0.143,0,37.7741958,-122.4477884,13.9,66,3.5,0.8,8.5,0.2,2.3,4.7,36.36156,9.37543
