tractid,lep_Spanish,lep_French,lep_French_creole,lep_Italian,lep_Portuguese,lep_German,lep_Yiddish,lep_O_westGermanic,lep_Scandinavian,lep_Greek,lep_Russian,lep_Polish,lep_SerboCroatian,lep_O_Slavic,lep_Armenian,lep_Persian,lep_Gujarati,lep_Hindi,lep_Urdu,lep_O_Indic,lep_O_Indo,lep_Chinese,lep_Japanese,lep_Korean,lep_Cambodian,lep_Hmong,lep_Thai,lep_Laotian,lep_Vietnamese,lep_O_Asian,lep_Tagalog,lep_O_Pacific,lep_Navajo,lep_O_NorthAmerican,lep_Hungarian,lep_Arabic,lep_Hebrew,lep_Africanlang,lep_O_Unspecified,POB_UK_exclu_EnglandScotland,POB_England,POB_Scotland,POB_Ireland,POB_Denmark,POB_Norway,POB_Sweden,POB_Other_Northern_Europe,POB_Austria,POB_Belgium,POB_France,POB_Germany,POB_Netherlands,POB_Switzerland,POB_Other_Western_Europe,POB_Greece,POB_Italy,POB_Portugal,POB_Spain,POB_Other_Southern_Europe,POB_Albania,POB_Belarus,POB_Bulgaria,POB_Croatia,POB_Czechoslovakia,POB_Hungary,POB_Latvia,POB_Lithuania,POB_Macedonia,POB_Moldova,POB_Poland,POB_Romania,POB_Russia,POB_Ukraine,POB_Bosnia_and_Herzegovina,POB_Yugoslavia,POB_Serbia,POB_Other_Eastern_Europe,POB_China_exclu_HK_Taiwan,POB_HongKong,POB_Taiwan,POB_Japan,POB_Korea,POB_Other_Eastern_Asia,POB_Afghanistan,POB_Bangladesh,POB_India,POB_Iran,POB_Kazakhstan,POB_Nepal,POB_Pakistan,POB_Sri_Lanka,POB_Uzbekistan,POB_Other_South_Central_Asia,POB_Cambodia,POB_Indonesia,POB_Laos,POB_Malaysia,POB_Burma,POB_Philippines,POB_Singapore,POB_Thailand,POB_Vietnam,POB_Other_South_Eastern_Asia,POB_Iraq,POB_Israel,POB_Jordan,POB_Kuwait,POB_Lebanon,POB_Saudi_Arabia,POB_Syria,POB_Yemen,POB_Turkey,POB_Armenia,POB_Other_Western_Asia,POB_Eritrea,POB_Ethiopia,POB_Kenya,POB_Other_Eastern_Africa,POB_Cameroon,POB_Other_Middle_Africa,POB_Egypt,POB_Morocco,POB_Sudan,POB_Other_Northern_Africa,POB_South_Africa,POB_Other_Southern_Africa,POB_Cape_Verde,POB_Ghana,POB_Liberia,POB_Nigeria,POB_Sierra_Leone,POB_Other_Western_Africa,POB_Australia,POB_other_AusNewzealand_sub,POB_Fiji,POB_Bahamas,POB_Barbados,POB_Cuba,POB_Dominica,POB_Dominican_Republic,POB_Grenada,POB_Haiti,POB_Jamaica,POB_StVincent_grenadines,POB_Trinidad_and_Tobago,POB_West_Indies,POB_Other_Caribbean,POB_Mexico,POB_Belize,POB_Costa_Rica,POB_El_Salvador,POB_Guatemala,POB_Honduras,POB_Nicaragua,POB_Panama,POB_Other_Central_America,POB_Argentina,POB_Bolivia,POB_Brazil,POB_Chile,POB_Colombia,POB_Ecuador,POB_Guyana,POB_Peru,POB_Uruguay,POB_Venezuela,POB_Other_South_America,POB_Canada,POB_Other_Northern_America,pct_ba,pct_poor_ns,lbrfrc_rate,runemply,pct_welfare,pov_idx,lbr_idx,haz_idx,tcost_idx,trans_idx,hh_tot_1_m_hus_pb,hh_white_1_m_hus_pb,hh_black_1_m_hus_pb,hh_amer_ind_1_m_hus_pb,hh_ai_pi_1_m_hus_pb,hh_hisp_1_m_hus_pb,hh_othr_race_1_m_hus_pb,hh_tot_husholds,hh_white_all,hh_black_all,hh_ai_pi_all,hh_amer_ind_all,hh_hisp_all,hh_othr_race_all,hh_tot_1_m_sv_hus_pb,hh_white_1_m_hus_pb_sv,hh_black_1_m_hus_pb_sv,hh_amer_ind_1_m_hus_pb_sv,hh_ai_pi_1_m_hus_pb_sv,hh_hisp_1_m_hus_pb_sv,hh_othr_race_1_m_hus_pb_sv,hh_hhsize_lt5_fam_1_m_pb,hh_hhsize_5m_fam_1_m_pb,hh_not_fam_1_m_pb,hh_hhsize_lt5_fam_tot,hh_hhsize_5m_fam_tot,hh_not_fam_tot,hh_white_severe_burden,hh_black_severe_burden,hh_hisp_severe_burden,hh_other_severe_burden,hh_ai_severe_burden,hh_ai_pi_severe_burden,hh_all_severe_burden,hh_size_lt5_fam_sev_burden,hh_not_fam_sev_burden,hh_size_5more_fam_sev_burden,hh_perc_1_m_hus_pb,hh_perc_white_1_m_hus_pb,hh_perc_black_1_m_hus_pb,hh_perc_ai_pi_1_m_hus_pb,hh_perc_amer_ind_1_m_hus_pb,hh_perc_hisp_1_m_hus_pb,hh_perc_othr_race_1_m_hus_pb,hh_perc_1_m_sv_hus_pb,hh_perc_white_1_m_hus_pb_sv,hh_perc_black_1_m_hus_pb_sv,hh_perc_ai_pi_1_m_hus_pb_sv,hh_perc_amer_ind_1_m_hus_pb_sv,hh_perc_hisp_1_m_hus_pb_sv,hh_perc_o_race_1_m_hus_pb_sv,hh_perc_hhsize_lt5_fam_1_m_pb,hh_perc_hhsize_5m_fam_1_m_pb,hh_perc_not_fam_1_m_pb,hh_perc_all_sev_burden,hh_perc_white_severe_burden,hh_perc_black_severe_burden,hh_perc_ai_pi_severe_burden,hh_perc_ai_severe_burden,hh_perc_hisp_severe_burden,hh_perc_other_severe_burden,hh_perc_hh_lt5_fam_sev_burden,hh_perc_hh_5more_fam_sev_burden,hh_perc_not_fam_sev_burden,Pop_with_disability_5_17,Pop_disability_18_64,Pop_Disability_over64,Total_Hear,Total_Vision,Total_Cognitive,Total_Ambulatory,Total_Self_Care,Total_Indep_Living,perc_disabled_age_5_17,perc_disabled_age_18_64,perc_disabled_age_over64,perc_Total_Hear,perc_Total_Vision,perc_Total_Cognitive,perc_Total_Ambulatory,perc_Total_Self_Care,perc_Total_Indep_Living,white_2000,black_2000,native_2000,asian_pi_2000,hisp_2000,white_1990,black_1990,native_1990,asian_pi_1990,hisp_1990,Male_2000,Female_2000,age_under18_2000,age_18_64_2000,age_over64_2000,Male_1990,Female_1990,age_under18_1990,age_18_64_1990,age_over64_1990,Fam_w_Children_2000,Fam_w_Children_1990,perc_white_2000,perc_black_2000,perc_native_2000,perc_asian_pi_2000,perc_hispanic_2000,perc_male_2000,perc_female_2000,perc_age_under18_2000,perc_age_18_64_2000,perc_age_over64_2000,perc_white_1990,perc_black_1990,perc_native_1990,perc_asian_pi_1990,perc_hispanic_1990,perc_male_1990,perc_female_1990,perc_age_under18_1990,perc_age_18_64_1990,perc_age_over64_1990,pct_Fam_w_Children_2000,pct_Fam_w_Children_1990,RCAP_10,RCAP_00,RCAP_90,pct_no_2010,pct_lep_2010,pct_no_2000,pct_lep_2000,pct_no_1990,pct_lep_1990,num_no_2010,num_lep_2010,num_no_2000,num_lep_2000,num_no_1990,num_lep_1990,USPS,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                  ,hispanic,white,black,american_indian,asian,pac_islander,other_races,two_races,hh_type1_h,hh_type1_t
6075035100,56,15,0,15,0,16,0,0,0,0,157,0,0,0,0,0,0,44,0,0,0,1866,75,0,58,0,18,0,157,20,28,0,0,0,8,74,0,0,0,31,80,0,33,0,0,0,0,0,0,11,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,141,0,0,0,0,0,1193,651,130,79,31,0,0,0,68,0,0,0,8,0,0,66,58,10,45,0,31,212,0,57,532,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,46,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,89,0,0.467445743,0.029621297,0.851547694,0.040577097,0.021308411,87,87,26,96,95,1075,280,0,0,675,65,55,2760,1075,20,1460,0,145,65,490,60,0,0,320,65,45,520,175,380,1420,270,1065,60,0,15,45,0,190,310,200,105,4,38.94927536,26.04651163,0,46.23287671,,44.82758621,84.61538462,17.75362319,5.581395349,0,21.91780822,,44.82758621,69.23076923,36.61971831,64.81481482,35.68075117,11.23188406,5.581395349,0,13.01369863,,10.34482759,69.23076923,14.08450704,1.481481482,9.85915493,17,332,398,204,151,278,458,174,324,0.218368658,4.264611432,5.112395633,2.620423892,1.939627489,3.570969814,5.883108542,2.235067437,4.161849711,2839,112,23,4345,354,3352,88,15,3409,385,3743,4013,1334,5177,1245,3410,3857,1247,4701,1319,678,665,36.60391955,1.444043321,0.296544611,56.02114492,4.564208355,48.25941207,51.74058793,17.19958742,66.74832388,16.05208871,46.12632448,1.210953626,0.20641255,46.91069217,5.297922114,46.92445301,53.07554699,17.15976331,64.68969313,18.15054355,38.00448431,39.07168038,0,0,0,48.77582249,33.24407039,46.55750387,32.72305312,46.56667125,30.53529655,3825,2607,3611,2538,3384,2219,CA,7842,2895,925873,0,0.357,0,37.7576269,-122.4991499,3.1,31.5,0,0,59.8,0,0,5.6,28.67732,11.97947
6075035201,39,0,0,0,0,0,0,0,0,0,198,0,0,0,20,0,0,7,0,0,0,1424,46,0,0,0,0,0,10,66,5,0,0,0,0,0,0,38,0,0,0,0,15,10,0,36,0,0,0,12,52,0,0,0,0,0,34,0,0,0,0,8,0,0,0,0,0,0,0,0,9,48,274,0,0,0,0,1278,228,0,45,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,16,69,119,0,7,277,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,65,0,0,0,0,0,0,0,0,0,0,0,0,31,0,10,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332579186,0.033738721,0.839751958,0.102220656,0.014784151,85,56,23,95,94,735,395,0,10,284,24,14,1710,740,0,829,10,89,34,450,218,0,0,215,14,0,415,69,245,1045,174,475,220,0,14,0,0,170,404,253,140,0,42.98245614,53.37837838,,34.25814234,100,26.96629214,41.17647059,26.31578947,29.45945946,,25.93486128,0,15.73033708,0,39.71291866,39.65517241,51.57894737,23.62573099,29.72972973,,20.5066345,0,15.73033708,0,24.21052632,0,29.47368421,16,252,337,216,54,270,283,143,266,0.332709503,5.240174673,7.007693907,4.491578291,1.122894573,5.614472863,5.884799335,2.973591183,5.531295488,1903,163,39,3125,305,2910,243,25,3029,488,2885,2702,1032,3760,795,3337,3370,1236,4631,840,473,604,34.06121353,2.917487023,0.698049042,55.93341686,5.459101486,51.63773045,48.36226955,18.47145158,67.29908717,14.22946125,43.38103757,3.62254025,0.372689326,45.15503876,7.274895647,49.75398837,50.24601163,18.42850753,69.04726405,12.52422842,39.41666667,40.67340067,0,0,0,52.56603774,34.96226415,46.3397172,30.0698049,46.22036678,30.49053228,2786,1853,2589,1680,3100,2045,CA,5300,1975,938889,630051,0.363,0.243,37.7566148,-122.5104339,5,32.7,0.1,0.1,57.5,3,0,1.6,31.01679,12.48533
6075035202,48,0,0,8,0,0,0,0,0,0,0,67,28,0,0,0,0,0,0,0,0,791,0,0,0,0,24,0,146,0,85,0,0,0,0,0,0,0,0,0,29,0,49,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,62,17,0,0,0,0,0,27,67,0,0,26,11,0,0,8,685,216,43,0,0,0,0,0,0,29,0,0,0,0,0,0,0,12,0,14,8,184,0,32,203,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,22,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,37,0,0,0,15,0,0.461307739,0.049773756,0.868579053,0.058252427,0.005306604,75,85,27,97,96,670,285,10,0,233,105,29,1725,934,30,523,0,160,63,390,135,0,0,173,69,4,330,49,285,905,104,715,125,0,65,4,0,120,314,195,114,0,38.84057971,30.51391863,33.33333333,44.55066922,,65.625,46.03174603,22.60869565,14.45396146,0,33.07839388,,43.125,6.349206349,36.4640884,47.11538462,39.86013986,18.20289855,13.38329765,0,22.94455067,,40.625,6.349206349,21.54696133,0,15.94405594,52,215,174,107,104,192,150,93,120,1.214385801,5.021018216,4.063521719,2.498832321,2.428771602,4.483886035,3.503035965,2.171882298,2.802428772,2021,84,30,1938,301,1262,105,10,1315,211,2315,2121,639,3346,451,1448,1463,537,2010,364,336,262,45.55906222,1.893597836,0.676284941,43.68800721,6.785392245,52.18665464,47.81334536,14.40486925,75.4283138,10.16681695,43.35279973,3.607007901,0.343524562,45.1734799,7.248368258,49.74235658,50.25764342,18.44726898,69.04843696,12.50429406,37.41648107,40.62015504,0,0,0,43.68347987,27.69551134,47.83588819,32.37150586,46.23840605,30.50498111,1888,1197,2122,1436,1346,888,CA,4322,1891,372475,0,0.144,0,37.7613974,-122.5061466,6.8,44.4,1.4,0,42.4,0.7,0.2,3.9,24.8464,11.15584
6075035300,67,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,48,15,2044,78,0,0,0,0,54,61,86,47,199,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,33,0,0,0,0,1684,341,18,79,0,0,0,0,26,0,0,0,0,0,0,0,0,202,54,14,105,188,53,51,521,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,60,17,0,35,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0.37682993,0.039302976,0.789408562,0.094314907,0.05008489,81,54,31,95,95,1085,300,0,0,730,55,15,2385,925,0,1265,0,175,35,715,190,0,0,460,55,15,605,270,215,1440,365,585,115,0,40,15,0,315,485,220,160,95,45.49266247,32.43243243,,57.70750988,,31.42857143,42.85714286,29.97903564,20.54054054,,36.36363636,,31.42857143,42.85714286,42.01388889,73.97260274,36.75213675,20.33542977,12.43243243,,24.90118577,,22.85714286,42.85714286,15.27777778,26.02739726,27.35042735,24,300,341,217,104,152,472,125,290,0.315872598,3.948407476,4.488023164,2.856014741,1.368781258,2.000526454,6.212161095,1.645169782,3.816793893,2377,59,34,4189,363,2906,89,18,3149,404,3432,3650,1276,4456,1350,3106,3471,1145,4107,1325,633,550,33.56396498,0.833097995,0.48009037,59.14995764,5.125670715,48.46088676,51.53911325,18.01750918,62.92007907,19.06241175,44.18427855,1.353200547,0.27368101,47.87897218,6.142618215,47.22517865,52.77482135,17.40915311,62.44488369,20.14596321,37.52222881,35.1887396,0,0,0,53.26598395,38.04317742,50.79073708,36.65631178,48.07663068,30.80431808,3849,2749,3597,2596,3162,2026,CA,7226,2557,1127328,0,0.435,0,37.7425001,-122.4978433,5.4,25.3,0,0,66.2,0,0,3.2,30.27638,12.43273
6075035400,78,0,0,37,0,10,0,0,0,0,189,11,0,0,0,0,0,0,0,0,65,1348,0,17,0,0,0,0,46,23,143,0,0,0,0,98,0,0,0,9,70,0,146,0,0,11,0,0,0,0,29,0,0,0,0,0,0,17,0,0,0,0,0,7,0,63,0,0,91,11,0,57,41,0,0,0,0,1025,321,62,7,47,0,0,0,30,0,0,8,0,0,0,0,0,0,0,0,92,201,0,23,132,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,8,0,0.399042646,0.109173736,0.818423148,0.078551532,0.043621013,47,67,23,96,94,1025,500,0,0,355,165,0,2170,1085,35,840,0,200,0,605,250,0,0,245,100,0,495,195,335,1215,340,615,220,0,100,0,0,150,470,165,255,40,47.23502304,46.08294931,0,42.26190476,,82.5,,27.88018433,23.04147465,0,29.16666667,,50,,40.74074074,57.35294118,54.47154472,21.65898618,20.2764977,0,17.85714286,,50,,13.58024691,11.76470588,41.46341463,0,539,480,204,360,391,524,171,631,0,9.074074074,8.080808081,3.434343434,6.060606061,6.582491583,8.821548822,2.878787879,10.62289562,2325,124,34,3810,373,2643,176,24,3174,456,3212,3514,1176,4487,1063,3175,3319,1212,4267,1015,614,549,34.56735058,1.843592031,0.505501041,56.64585192,5.54564377,47.75498067,52.24501933,17.48438894,66.7112697,15.80434136,40.69910687,2.710194025,0.369571913,48.87588543,7.021866338,48.89128426,51.10871574,18.66338158,65.70680628,15.62981213,40.28871391,37.34693878,0,0,0,42.8187117,30.86235241,47.39815641,33.66042224,44.0868494,29.39636588,2865,2065,3188,2264,2863,1909,CA,6691,2488,1034373,557642,0.399,0.215,37.7421024,-122.5072276,4.4,42,0.8,0,46.1,3.6,0,3.2,30.12563,12.28747
6075040100,36,45,0,10,33,0,0,16,0,0,113,0,0,0,0,14,17,0,0,0,0,561,24,65,0,0,0,0,0,0,55,25,0,0,0,5,0,0,0,50,21,0,25,0,0,0,0,0,0,4,11,12,0,0,0,58,0,0,0,0,16,0,0,0,0,0,0,0,30,0,0,22,61,0,0,0,0,266,71,37,0,149,0,0,0,0,14,0,0,21,0,0,0,0,27,0,14,0,152,15,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,15,0,0,0,0,24,16,15,0,0.556827942,0.112037872,0.802753762,0.071714598,0.049949546,46,81,15,98,96,795,335,90,0,214,50,100,1905,974,110,538,0,105,170,550,220,70,0,139,50,65,270,59,465,695,59,1155,210,70,0,65,0,100,445,195,230,15,41.73228347,34.39425051,81.81818182,39.77695167,,47.61904762,58.82352941,28.87139108,22.58726899,63.63636364,25.83643123,,47.61904762,38.23529412,38.84892086,100,40.25974026,23.35958005,21.56057495,63.63636364,18.5873606,,0,38.23529412,28.05755396,25.42372881,19.91341991,19,390,163,136,100,201,246,186,264,0.462737457,9.498295178,3.969800292,3.312226011,2.435460302,4.895275207,5.991232343,4.529956162,6.429615197,2335,104,23,1630,228,2267,92,8,1727,230,2008,2216,461,3143,620,1924,2410,642,3049,643,314,335,53.70285189,2.391904324,0.528978841,37.48850046,5.243790248,47.53787879,52.46212121,10.91382576,74.40814394,14.6780303,52.30733733,2.122750346,0.184586987,39.84771574,5.306875865,44.39317028,55.60682972,14.81310568,70.35071528,14.83617905,36.34259259,37.64044944,0,0,0,34.73581213,24.92661448,35.7717803,23.65056818,40.35532995,32.97185049,1420,1019,1511,999,1749,1429,CA,4088,2022,419621,0,0.162,0,37.7851543,-122.4618142,8.8,45.3,7.8,1.6,31.5,0,1.7,3.4,33.43852,10.13237
6075040200,19,0,0,0,0,12,0,0,0,0,53,0,0,0,0,0,77,0,0,0,0,860,44,0,0,0,0,0,16,0,22,0,0,0,0,18,0,0,0,44,0,0,0,0,0,25,0,0,0,13,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,0,0,0,50,694,125,24,55,35,0,0,0,92,0,0,0,17,0,0,0,0,17,0,0,13,47,0,110,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,28,0,0,0,0,25,0,0,42,0,0,38,0,0,0,0,0,42,0,0,0,0,0,0,55,14,0,0.595138718,0.070560059,0.814739295,0.029337539,0.014020805,64,93,12,98,96,925,380,20,0,470,45,20,2225,1245,20,825,20,55,75,515,220,0,0,270,30,0,235,135,555,995,175,1060,205,0,30,0,0,165,400,170,240,0,41.57303371,30.52208835,100,56.96969697,0,81.81818182,26.66666667,23.14606742,17.67068273,0,32.72727273,0,54.54545455,0,23.61809045,77.14285714,52.35849057,17.97752809,16.46586345,0,20,0,54.54545455,0,17.08542714,0,22.64150943,0,197,195,144,63,124,249,164,247,0,3.787004998,3.748558247,2.76816609,1.211072664,2.383698578,4.786620531,3.152633603,4.748173779,2853,82,22,2127,233,2765,66,12,2294,187,2543,2821,775,3881,708,2526,2814,735,3927,678,468,394,53.18791946,1.528709918,0.410141685,39.65324385,4.343773304,47.40865026,52.59134974,14.44817301,72.35272185,13.19910515,51.77902622,1.235955056,0.224719101,42.9588015,3.501872659,47.30337079,52.69662921,13.76404494,73.53932584,12.69662921,40.24075666,33.58908781,0,0,0,35.88903872,21.59506839,41.23788218,26.80835198,41.79775281,28.97003745,1863,1121,2212,1438,2232,1547,CA,5191,2559,532360,0,0.206,0,37.7843252,-122.4683889,8,40.5,0.7,0.2,46.6,0,0.3,3.7,34.32803,10.54114
6075042601,39,0,0,0,0,0,0,0,0,0,133,44,0,0,0,0,0,0,0,0,0,352,14,19,42,0,127,0,47,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,27,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,59,0,29,81,0,0,0,0,268,71,2,105,19,0,0,0,15,0,0,0,0,0,0,0,42,12,46,0,0,68,0,81,138,0,0,34,0,0,0,0,0,0,0,0,45,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,12,0,0.613651425,0.083019882,0.846835953,0.017348754,0.034985423,58,96,24,98,97,650,405,15,0,170,45,10,1715,935,15,580,0,135,55,300,110,0,0,135,45,10,185,25,440,760,40,915,105,0,45,10,0,120,280,95,185,10,37.90087464,43.31550802,100,29.31034483,,33.33333333,18.18181818,17.49271137,11.76470588,0,23.27586207,,33.33333333,18.18181818,24.34210526,62.5,48.08743169,16.32653061,11.22994652,0,20.68965517,,33.33333333,18.18181818,12.5,25,20.21857924,0,74,253,182,72,129,229,117,182,0,1.945320715,6.650893796,4.784437434,1.89274448,3.391167192,6.01997897,3.075709779,4.784437434,2029,66,21,1575,193,1912,59,8,1602,188,1795,2121,614,2744,557,1749,2028,566,2674,537,58,319,51.81307457,1.685393258,0.536261491,40.21961185,4.928498468,45.83758938,54.16241062,15.67926456,70.07150153,14.22369765,50.62218692,1.562086312,0.211808314,42.41461477,4.977495367,46.31885593,53.70762712,14.98940678,70.81567797,14.22139831,43.93939394,35.92342342,0,0,0,36.53376729,22.48440467,40.80694586,28.08988764,41.89618644,30.61440678,1347,829,1598,1100,1582,1156,CA,3687,1855,293739,0,0.113,0,37.7831165,-122.4811913,4.7,38.6,1.4,0,46.5,0.3,0.3,8.2,32.46015,10.43387
6075042602,9,11,0,12,0,0,0,0,0,0,46,0,0,0,0,25,0,40,0,0,0,605,0,19,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,26,38,0,14,0,0,0,0,0,0,53,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,61,0,0,0,0,610,67,0,0,19,0,0,0,0,32,11,0,0,0,0,0,9,0,0,0,13,52,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,14,0,0,0.594431904,0.153573377,0.878592879,0.164359089,0,32,70,25,98,96,685,374,0,0,245,45,10,1440,764,0,620,0,45,10,285,110,0,0,165,0,10,225,70,380,600,95,740,100,0,0,10,0,155,265,90,120,60,47.56944444,48.95287958,,39.51612903,,100,100,19.79166667,14.39790576,,26.61290323,,0,100,37.5,73.68421053,51.35135135,18.40277778,13.08900524,,25,,0,100,15,63.15789474,16.21621622,69,191,130,172,49,102,222,162,86,2.021681805,5.596249634,3.808965719,5.039554644,1.435687079,2.988573103,6.504541459,4.746557281,2.519777322,1702,55,18,1320,161,1603,49,7,1344,158,1505,1779,515,2302,468,1466,1700,474,2242,450,224,268,51.8270402,1.674786845,0.548112059,40.19488429,4.902557856,45.82825822,54.17174178,15.68209501,70.09744214,14.25091352,50.61572466,1.547205557,0.221029365,42.43763814,4.988948532,46.28986423,53.67856015,14.9668456,70.79254815,14.20903063,35.95505618,35.97315436,0,0,0,43.84828862,26.02528523,40.83434836,28.10596833,41.86927692,30.62835491,1422,844,1341,923,1326,970,CA,3243,1548,332541,0,0.128,0,37.7833793,-122.4754787,2.6,46.8,1.9,0,45.6,1.7,0,1.4,28.81689,10.51865
6075042700,392,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,9,711,35,120,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,54,0,0,8,0,0,0,0,42,0,57,13,0,0,0,0,0,0,0,0,0,85,0,12,0,0,0,0,0,0,0,0,182,292,0,0,0,141,559,109,121,81,175,45,0,0,0,0,0,0,0,0,9,0,0,0,0,33,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,158,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0,300,0,0,13,18,0,116,0,0,0,0,55,0,0,0,0,18,0,0,0,27,0,0.519069573,0.081225033,0.860207101,0.055813954,0.016040523,59,89,20,98,97,1000,535,0,0,370,95,0,2405,1300,0,960,0,135,10,525,265,0,0,200,55,0,440,90,460,1245,150,1005,205,0,20,0,0,190,415,120,260,30,41.58004158,41.15384615,,38.54166667,,70.37037037,0,21.82952183,20.38461539,,20.83333333,,40.74074074,0,35.34136546,60,45.77114428,17.25571726,15.76923077,,19.79166667,,14.81481482,0,9.638554217,20,25.87064677,52,204,289,103,82,159,265,122,287,0.927908637,3.640256959,5.157030692,1.837972877,1.463240543,2.837259101,4.728765168,2.177016417,5.121341899,2729,88,17,2369,255,2564,108,20,2277,277,2536,2977,832,3787,894,2436,2789,790,3671,764,461,442,49.50117903,1.5962271,0.308362053,42.97115908,4.6254308,46.00036278,53.99963722,15.09160167,68.69218212,16.21621622,48.72671988,2.052451539,0.380083618,43.27251995,5.264158115,46.62200957,53.37799043,15.11961723,70.25837321,14.62200957,37.72504092,35.55913113,0,0,0,57.86706722,40.53698836,51.64157446,34.62724469,52.42105263,34.71770335,3082,2159,2847,1909,2739,1814,CA,5326,2576,408065,0,0.158,0,37.7822651,-122.4881473,10.9,47.8,0.3,0,37.9,0.8,0.8,1.6,29.55304,10.5653
